panel,case_id,algorithm,iteration,equilibrium_residual,tolerance,wall_clock_seconds,demand,terminal_residual,iterations,converged,final_solution_distance,scenario_count,selected_first_action_profile,in_sample_objective,out_of_sample_objective,paired_standard_error,confidence_half_width,action_switch_indicator,precision_target,precision_target_met
A_residual_trace,production_problem_0,Conventional MSA,13.0,0.00115720124773921,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,14.0,0.0010607845890788245,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,15.0,0.0009783238653872529,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,16.0,0.0009070505579155707,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,17.0,0.0008448762489313179,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,18.0,0.0007901969831953917,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,19.0,0.000741761257506129,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,20.0,0.0006985787933414339,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,21.0,0.0006598561484804192,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,22.0,0.0006249504089899624,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,23.0,0.0005933353182230145,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,24.0,0.0005645761229289593,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,25.0,0.0005383106336529862,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,26.0,0.000514234783932964,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,27.0,0.0004920914924376306,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,28.0,0.0004716619814711006,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,29.0,0.0004527589439946485,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,30.0,0.00043522111700013084,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,31.0,0.000418908935706302,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,32.0,0.0004037010262220752,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,33.0,0.00038949135437328484,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,34.0,0.00037618689222687044,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,35.0,0.0003637056961917361,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,36.0,0.00035197531467272026,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,37.0,0.00034093146138172356,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,38.0,0.0003305169041525307,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,39.0,0.00032068052961939104,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,40.0,0.0003113765522224273,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,41.0,0.0003025638422863569,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,42.0,0.000294205352838478,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,43.0,0.00028626762869425696,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,44.0,0.00027872038439965,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,45.0,0.0002715361400555188,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,46.0,0.0002646899059984737,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,47.0,0.00025815890888268534,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,48.0,0.00025192235297847345,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,49.0,0.00024596121152964726,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,50.0,0.00024025804386176283,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,51.0,0.00023479683461766465,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,52.0,0.00022956285206990294,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,53.0,0.00022454252292873993,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,54.0,0.00021972332145411028,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,55.0,0.00021509367100822546,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,56.0,0.00021064285645402018,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,57.0,0.00020636094603617133,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,58.0,0.00020223872157183962,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,59.0,0.00019826761594194943,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,60.0,0.00019443965700805123,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,61.0,0.00019074741720413139,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,62.0,0.0001871839681410987,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,63.0,0.000183742839659511,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,64.0,0.00018041798282714185,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,65.0,0.0001772037364493016,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,66.0,0.000174094796709265,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,67.0,0.0001710861896036154,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,68.0,0.00016817324587904632,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,69.0,0.00016535157820836015,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,70.0,0.00016261706037917761,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,71.0,0.00015996580829013714,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,72.0,0.00015739416257491587,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,73.0,0.00015489867269497442,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,74.0,0.00015247608235770084,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,75.0,0.0001501233161344617,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,76.0,0.00014783746716406484,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,77.0,0.00014561578584194992,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,78.0,0.00014345566940243134,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,79.0,0.00014135465231612497,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,80.0,0.00013931039742667343,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,81.0,0.00013732068776139096,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,82.0,0.00013538341896040287,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,83.0,0.00013349659226611632,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,84.0,0.0001316583080282191,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,85.0,0.00012986675967996004,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,86.0,0.0001281202281463763,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,87.0,0.00012641707664916532,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,88.0,0.00012475574587489973,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,89.0,0.00012313474947854718,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,90.0,0.00012155266989590867,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,91.0,0.00012000815443765764,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,92.0,0.00011849991164799392,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,93.0,0.000117026707902051,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,94.0,0.00011558736422873841,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,95.0,0.00011418075333857804,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,96.0,0.00011280579684233375,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,97.0,0.00011146146264772991,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,98.0,0.00011014676251859593,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,99.0,0.00010886074978671188,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,100.0,0.00010760251720461546,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,101.0,0.00010637119492978582,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,102.0,0.00010516594862977806,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,103.0,0.00010398597770257886,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,104.0,0.00010283051360015938,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,105.0,0.00010169881825257574,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,106.0,0.00010059018258223655,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,107.0,9.950392510487248e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,108.0,9.84393906093887e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,109.0,9.739594891350651e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,110.0,9.637299368822219e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,111.0,9.53699413476607e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,112.0,9.438623000101537e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,113.0,9.342131846009401e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,114.0,9.247468530227067e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,115.0,9.154582798196506e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,116.0,9.06342619905519e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,117.0,8.973952006063139e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,118.0,8.886115141066514e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,119.0,8.79987210299516e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,120.0,8.715180899941845e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,121.0,8.6320009848467e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,122.0,8.550293194223997e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,123.0,8.470019690182048e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,124.0,8.391143905067676e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,125.0,8.313630489145774e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,126.0,8.237445260592748e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,127.0,8.162555158026098e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,128.0,8.088928195279743e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,129.0,8.016533418389754e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,130.0,7.945340864616075e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,131.0,7.875321523270629e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,132.0,7.806447298623052e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,133.0,7.738690974207602e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,134.0,7.672026179076945e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,135.0,7.606427355369351e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,136.0,7.541869727534436e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,137.0,7.478329272692074e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,138.0,7.415782692646708e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,139.0,7.354207386823506e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,140.0,7.29358142664506e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,141.0,7.233883530840339e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,142.0,7.175093041957835e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,143.0,7.117189903816939e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,144.0,7.060154639923187e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,145.0,7.003968332897245e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,146.0,6.948612604636187e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,147.0,6.894069597405012e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,148.0,6.840321955674358e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,149.0,6.787352808714032e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,150.0,6.735145753881539e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,151.0,6.683684840661916e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,152.0,6.632954555307711e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,153.0,6.582939806038193e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,154.0,6.533625908953817e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,155.0,6.484998574453297e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,156.0,6.437043894121856e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,157.0,6.389748328266835e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,158.0,6.343098693816831e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,159.0,6.297082152769426e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,160.0,6.251686201050835e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,161.0,6.206898657775234e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,162.0,6.162707655032065e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,163.0,6.119101627868125e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,164.0,6.0760693048201586e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,165.0,6.033599698682551e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,166.0,5.991682097736683e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,167.0,5.9503060571705023e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,168.0,5.909461390864535e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,169.0,5.869138163577959e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,170.0,5.829326683229259e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,171.0,5.7900174936240926e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,172.0,5.7512013673462035e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,173.0,5.7128692989274776e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,174.0,5.675012498262424e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,175.0,5.6376223842773503e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,176.0,5.600690578790169e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,177.0,5.564208900568439e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,178.0,5.528169359660491e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,179.0,5.492564151798594e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,180.0,5.457385653207323e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,181.0,5.422626415308279e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,182.0,5.3882791598722685e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,183.0,5.3543367741369364e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,184.0,5.320792306170973e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,185.0,5.287638960452869e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,186.0,5.2548700934285907e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,187.0,5.2224792094188105e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,188.0,5.190459956453282e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,189.0,5.158806122468698e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,190.0,5.12751163138997e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,191.0,5.096570539517254e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,192.0,5.065977031957377e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,193.0,5.035725419186251e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,194.0,5.005810133698881e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,195.0,4.9762257267795814e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,196.0,4.94696686537544e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,197.0,4.918028329073216e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,198.0,4.889405007172105e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,199.0,4.8610918957816185e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,200.0,4.833084095155933e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,201.0,4.805376806948028e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,202.0,4.777965331631136e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,203.0,4.750845066014194e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,204.0,4.72401150077905e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,205.0,4.69746021811038e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,206.0,4.671186889447313e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,207.0,4.645187273207866e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
A_residual_trace,production_problem_0,Conventional MSA,208.0,4.61945721263703e-05,1e-06,0.04681129986420274,,,,,,,,,,,,,,
