panel,contract_id,critical,chapter,equation_label,methodological_claim,input_variables,implementation_file,implementation_function,production_caller,output_file,output_columns,acceptance_test,maximum_observed_residual,tolerance,tolerance_basis,status,failure_reason,normalised_residual,plot_residual,experiment,audit_id,policy,path_id,training_seed,maximum_difference,detail,algorithm,problem_size,calls,convergence_rate,failure_rate,runtime_p50_seconds,runtime_p90_seconds,runtime_p95_seconds,runtime_max_seconds,peak_memory_mb,hardware,evidence_status,interpretation
A_normalised_contract_residual,M10_TRAVEL_LAG,True,3,maritime lag convolution,dispatch cannot arrive early or disappear,"production state, released information, action, path/checkpoint as applicable",src/tre84/transition.py,_inject_and_advance_pipeline,TaggedTransition.step,travel_lag_acceptance.csv,absolute_residual,independent production-output recalculation plus controlled shared-kernel case,0.0,1e-06,"5.1/Chapter 3-4 registered production tolerance, solver precision, or machine-precision finite-difference rule",PASS,,0.0,1e-12,,,,,,,,,,,,,,,,,,,,
A_normalised_contract_residual,M11_CAPACITY_TIMING,True,3,capacity pipelines,readiness/direct capacity obey registered delivery timing,"production state, released information, action, path/checkpoint as applicable",src/tre84/capacity.py,CapacityDynamics.transition,TaggedTransition.step,capacity_pipeline_acceptance.csv,readiness_available_before_maturity,independent production-output recalculation plus controlled shared-kernel case,0.0,1e-06,"5.1/Chapter 3-4 registered production tolerance, solver precision, or machine-precision finite-difference rule",PASS,,0.0,1e-12,,,,,,,,,,,,,,,,,,,,
A_normalised_contract_residual,M12_REPRODUCIBILITY,True,5.1,matched deterministic replay,same config/data/path/checkpoint/seed reproduces aggregates,"production state, released information, action, path/checkpoint as applicable",experiments/5.2-4/run_5_2_4.py,historical anchor replay,production evaluator,reproducibility_audit.csv,maximum_difference|exact_hash_match,independent production-output recalculation plus controlled shared-kernel case,5.820766091346741e-11,1e-06,"5.1/Chapter 3-4 registered production tolerance, solver precision, or machine-precision finite-difference rule",PASS,,5.820766091346741e-05,5.820766091346741e-05,,,,,,,,,,,,,,,,,,,,
A_normalised_contract_residual,M25_UNAVAILABLE_ROUTE_HOLD,True,"3,4",physical route unavailability,existing route-tagged mass remains at its current stage and receives zero service,"production state, released information, action, path/checkpoint as applicable",src/tre84/transition.py,TaggedTransition.step,ModelKernel.execute,unavailable_route_acceptance.csv,maximum_hold_residual|unavailable_route_service_violation,independent production-output recalculation plus controlled shared-kernel case,0.0,1e-06,"5.1/Chapter 3-4 registered production tolerance, solver precision, or machine-precision finite-difference rule",PASS,,0.0,1e-12,,,,,,,,,,,,,,,,,,,,
A_normalised_contract_residual,M26_CLEARANCE_TERMINAL,True,"3,4",explicit clearance and terminal correction,right censoring is preserved and terminal outstanding is charged exactly once,"production state, released information, action, path/checkpoint as applicable",src/tre84/clearance.py,ClearanceRunner.run,run_replication,clearance_terminal_acceptance.csv,decision_clearance_terminal_residual|clearance_observation_valid,independent production-output recalculation plus controlled shared-kernel case,1.1641532182693481e-10,1e-06,"5.1/Chapter 3-4 registered production tolerance, solver precision, or machine-precision finite-difference rule",PASS,,0.00011641532182693481,0.00011641532182693481,,,,,,,,,,,,,,,,,,,,
A_normalised_contract_residual,M27_RCMSA_MASTER_CHOICE_DISTANCE,True,4,Algorithm RC-MSA deterministic Sel_t,historical distance is evaluated on the complete master choice support with unavailable current routes set to zero,"production state, released information, action, path/checkpoint as applicable",src/tre84/behavior.py,RCMSASolver._distance_to_previous,RCMSASolver.solve,chapter4_contract_reinforcement.csv,observed_value|expected_value|maximum_residual,independent production-output recalculation plus controlled shared-kernel case,0.0,1e-12,"5.1/Chapter 3-4 registered production tolerance, solver precision, or machine-precision finite-difference rule",PASS,,0.0,1e-12,,,,,,,,,,,,,,,,,,,,
A_normalised_contract_residual,M28_DISCLOSURE_REFERENCE_ACTION,True,4,frozen disclosure baseline uses a_t^{-I},the reference forecast callback cannot observe the current disclosure block,"production state, released information, action, path/checkpoint as applicable",src/tre84/factory.py,disclosure_reference_action / StandardBehaviorProblemFactory.__call__,ModelKernel behavior factory,chapter4_contract_reinforcement.csv,observed_value|maximum_residual,independent production-output recalculation plus controlled shared-kernel case,0.0,0.0,"5.1/Chapter 3-4 registered production tolerance, solver precision, or machine-precision finite-difference rule",PASS,,0.0,1e-12,,,,,,,,,,,,,,,,,,,,
A_normalised_contract_residual,M29_WAITING_VINTAGE_NO_RESET,True,"3,4",no waiting vintage is reset,every previous vintage ages exactly once and only renewed new cargo enters age zero,"production state, released information, action, path/checkpoint as applicable",src/tre84/transition.py; src/tre84/acceptance.py,TaggedTransition.step / _physical_certificate,ModelKernel.execute,chapter4_contract_reinforcement.csv,waiting_vintage_balance_residuals|waiting_vintage_no_reset_residuals,independent production-output recalculation plus controlled shared-kernel case,0.0,1e-06,"5.1/Chapter 3-4 registered production tolerance, solver precision, or machine-precision finite-difference rule",PASS,,0.0,1e-12,,,,,,,,,,,,,,,,,,,,
A_normalised_contract_residual,M30_MPC_SELECTOR_MODULE_CERTIFICATES,True,4,integrated execution logs all module certificates,"every candidate/scenario/period and two-proposal decision retains projection, equilibrium, transition, loss, failure and selection evidence","production state, released information, action, path/checkpoint as applicable",src/tre84/control.py,ProjectedStochasticMPC.evaluate / TwoProposalSelector.select,MPCPolicy / ModelGuidedPolicy,chapter4_contract_reinforcement.csv,module_certificates|selection_log|maximum_residual,independent production-output recalculation plus controlled shared-kernel case,1.7053025658242404e-13,1e-06,"5.1/Chapter 3-4 registered production tolerance, solver precision, or machine-precision finite-difference rule",PASS,,1.7053025658242404e-07,1.7053025658242404e-07,,,,,,,,,,,,,,,,,,,,
A_normalised_contract_residual,M31_CORE_REPAIR_NUMERICAL_EQUIVALENCE,True,"5.1,5.2.5",contract-only repair equivalence,"accepted fixed points, projected actions, nested objectives, upstream anchors and precision evidence remain numerically equivalent","production state, released information, action, path/checkpoint as applicable",experiments/5.2-5/extended_audits.py,core_repair_numerical_equivalence_audit,run_5_2_5,core_repair_numerical_equivalence.csv,maximum_absolute_difference|categorical_identity,independent production-output recalculation plus controlled shared-kernel case,5.820766091346741e-11,1e-06,"5.1/Chapter 3-4 registered production tolerance, solver precision, or machine-precision finite-difference rule",PASS,,5.820766091346741e-05,5.820766091346741e-05,,,,,,,,,,,,,,,,,,,,
A_normalised_contract_residual,M13_SAC_LATENT_GAUSSIAN,True,4,reparameterised latent policy,SAC samples a preprojection diagonal Gaussian and records its latent density,"production state, released information, action, path/checkpoint as applicable",experiments/5.2-2/features.py,LinearActor.sample_latent_normalised,train_sac,sac_update_recalculation.csv,latent_sample_sha256|preprojection_log_probability_recalculated,independent production-output recalculation plus controlled shared-kernel case,0.0,0.0,"5.1/Chapter 3-4 registered production tolerance, solver precision, or machine-precision finite-difference rule",PASS,,0.0,1e-12,,,,,,,,,,,,,,,,,,,,
A_normalised_contract_residual,M14_SAC_ACTOR_MEAN_UPDATE,True,4,actor mean update,every completed transition updates SAC mean parameters,"production state, released information, action, path/checkpoint as applicable",experiments/5.2-2/training.py,train_sac,train_sac,sac_checkpoint_replay.csv,actor_mean_weight_maximum_change_from_initial,independent production-output recalculation plus controlled shared-kernel case,0.0,0.0,"5.1/Chapter 3-4 registered production tolerance, solver precision, or machine-precision finite-difference rule",PASS,,0.0,1e-12,,,,,,,,,,,,,,,,,,,,
A_normalised_contract_residual,M15_SAC_LOG_STD_UPDATE,True,4,actor log-standard-deviation update,the stochastic actor variance is trained rather than fixed,"production state, released information, action, path/checkpoint as applicable",experiments/5.2-2/training.py,train_sac,train_sac,sac_checkpoint_replay.csv,actor_log_standard_deviation_maximum_change_from_initial,independent production-output recalculation plus controlled shared-kernel case,0.0,0.0,"5.1/Chapter 3-4 registered production tolerance, solver precision, or machine-precision finite-difference rule",PASS,,0.0,1e-12,,,,,,,,,,,,,,,,,,,,
A_normalised_contract_residual,M16_SAC_ENTROPY_ACTOR_TERM,True,4,constrained SAC actor loss,preprojection entropy contributes to the reconstructed actor objective,"production state, released information, action, path/checkpoint as applicable",experiments/5.2-2/training.py,_sac_sample_objective_and_gradient,train_sac,sac_update_recalculation.csv,entropy_actor_contribution|actor_loss_relative_error,independent production-output recalculation plus controlled shared-kernel case,0.0,1e-10,"5.1/Chapter 3-4 registered production tolerance, solver precision, or machine-precision finite-difference rule",PASS,,0.0,1e-12,,,,,,,,,,,,,,,,,,,,
A_normalised_contract_residual,M17_SAC_ENTROPY_TEMPERATURE,True,"4,5.1",adaptive entropy temperature,temperature follows the registered log-coordinate gradient update,"production state, released information, action, path/checkpoint as applicable",experiments/5.2-2/training.py,train_sac,train_sac,sac_update_recalculation.csv,temperature_gradient_recalculated|entropy_temperature_after,independent production-output recalculation plus controlled shared-kernel case,0.0,1e-10,"5.1/Chapter 3-4 registered production tolerance, solver precision, or machine-precision finite-difference rule",PASS,,0.0,1e-12,,,,,,,,,,,,,,,,,,,,
A_normalised_contract_residual,M18_SAC_TWIN_REWARD_CRITICS,True,4,twin reward critics,"both reward critics receive distinct targets, losses and per-transition updates","production state, released information, action, path/checkpoint as applicable",experiments/5.2-2/training.py,train_sac,train_sac,sac_episode_replay_summary.csv,critic_loss_q1|critic_loss_q2,independent production-output recalculation plus controlled shared-kernel case,3.344259347770392e-16,1e-10,"5.1/Chapter 3-4 registered production tolerance, solver precision, or machine-precision finite-difference rule",PASS,,3.344259347770392e-06,3.344259347770392e-06,,,,,,,,,,,,,,,,,,,,
A_normalised_contract_residual,M19_SAC_CONSTRAINT_CRITIC,True,4,soft constraint critic,constrained SAC updates its constraint critic from recorded targets,"production state, released information, action, path/checkpoint as applicable",experiments/5.2-2/training.py,train_sac,train_sac,sac_update_recalculation.csv,constraint_critic_target|constraint_critic_squared_loss,independent production-output recalculation plus controlled shared-kernel case,0.0,1e-10,"5.1/Chapter 3-4 registered production tolerance, solver precision, or machine-precision finite-difference rule",PASS,,0.0,1e-12,,,,,,,,,,,,,,,,,,,,
A_normalised_contract_residual,M20_SAC_CONSTRAINT_DUAL,True,4,constraint dual update,the nonnegative constraint dual updates on every constrained transition,"production state, released information, action, path/checkpoint as applicable",experiments/5.2-2/training.py,train_sac,train_sac,sac_update_recalculation.csv,constraint_dual_before|constraint_dual_after,independent production-output recalculation plus controlled shared-kernel case,1.699107818165632e-16,1e-10,"5.1/Chapter 3-4 registered production tolerance, solver precision, or machine-precision finite-difference rule",PASS,,1.699107818165632e-06,1.699107818165632e-06,,,,,,,,,,,,,,,,,,,,
A_normalised_contract_residual,M21_SAC_PROJECTION_GRADIENT,True,4,projected actor gradient chain,the actor gradient uses the formal projector local Jacobian,"production state, released information, action, path/checkpoint as applicable",src/tre84/actions.py,ActionProjector.local_jacobian,_sac_sample_objective_and_gradient,sac_projection_jacobian.csv,analytic_local_jacobian|finite_difference_local_jacobian,independent production-output recalculation plus controlled shared-kernel case,6.354916592950357e-13,0.0001,"5.1/Chapter 3-4 registered production tolerance, solver precision, or machine-precision finite-difference rule",PASS,,6.354916592950357e-09,6.354916592950357e-09,,,,,,,,,,,,,,,,,,,,
A_normalised_contract_residual,M22_SAC_FINITE_DIFFERENCE,True,"4,5.1",independent actor gradient acceptance,mean and log-standard-deviation gradients match central differences,"production state, released information, action, path/checkpoint as applicable",experiments/5.2-2/training.py,sac_actor_gradient_check,run_5_2_2 and run_5_2_5,sac_actor_gradient_recalculation.csv,analytic_gradient_recalculated|finite_difference_gradient_recalculated,independent production-output recalculation plus controlled shared-kernel case,1.3750688088176588e-11,0.0001,"5.1/Chapter 3-4 registered production tolerance, solver precision, or machine-precision finite-difference rule",PASS,,1.3750688088176588e-07,1.3750688088176588e-07,,,,,,,,,,,,,,,,,,,,
A_normalised_contract_residual,M23_VALIDATION_CHECKPOINT,True,4,validation-only checkpoint selection,BC and SAC checkpoints are selected before test replay on independent validation paths,"production state, released information, action, path/checkpoint as applicable",experiments/5.2-2/training.py,train_bc/train_sac,run_5_2_2,sac_checkpoint_replay.csv,selection_data_split|selected_episode_matches_validation_trace,independent production-output recalculation plus controlled shared-kernel case,0.0,0.0,"5.1/Chapter 3-4 registered production tolerance, solver precision, or machine-precision finite-difference rule",PASS,,0.0,1e-12,,,,,,,,,,,,,,,,,,,,
A_normalised_contract_residual,M24_CHECKPOINT_REPLAY,True,4,frozen checkpoint replay,checkpoint hashes and deterministic actions independently reproduce,"production state, released information, action, path/checkpoint as applicable",experiments/5.2-2/features.py,LinearActor.raw_action,ActorPolicy/ModelGuidedPolicy,sac_checkpoint_replay.csv,checkpoint_hash_matches|checkpoint_replay_maximum_action_difference,independent production-output recalculation plus controlled shared-kernel case,0.0,0.0,"5.1/Chapter 3-4 registered production tolerance, solver precision, or machine-precision finite-difference rule",PASS,,0.0,1e-12,,,,,,,,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,Behaviour cloning,test_000_4ae657b9eeec,,9.094947017729282e-13,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,Behaviour cloning,test_001_dde9993de777,,1.4551915228366852e-11,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,Behaviour cloning,test_002_f01217ab0e79,,1.4551915228366852e-11,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,Behaviour cloning,test_003_eb3106001035,,1.4551915228366852e-11,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,Behaviour cloning,test_004_55a330aff5c4,,1.4551915228366852e-11,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,Behaviour cloning,test_005_981c73a17708,,1.8189894035458565e-12,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,Behaviour cloning,test_006_daba4b1e9814,,1.4551915228366852e-11,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,Behaviour cloning,test_007_925513ee8ec6,,1.4551915228366852e-11,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,Behaviour cloning,test_008_fabe46a0ea00,,1.4551915228366852e-11,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,Behaviour cloning,test_009_c8ef87e47101,,1.4551915228366852e-11,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,Behaviour cloning,test_010_613ab99db82c,,1.4551915228366852e-11,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,Behaviour cloning,test_011_8a2e74b38d5d,,1.4551915228366852e-11,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,Behaviour cloning,test_012_b6bdc05b20a7,,1.8189894035458565e-12,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,Behaviour cloning,test_013_040653995d85,,2.2737367544323206e-13,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,Behaviour cloning,test_014_f00647451070,,1.4551915228366852e-11,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,Behaviour cloning,test_015_643a837775f9,,1.4551915228366852e-11,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,Behaviour cloning,test_016_45a90ccef8bd,,1.4551915228366852e-11,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,Behaviour cloning,test_017_ebd333a3cdba,,1.4551915228366852e-11,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,Behaviour cloning,test_018_9466cee538c9,,1.4551915228366852e-11,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,Behaviour cloning,test_019_9d2b7462a57a,,1.4551915228366852e-11,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,Behaviour cloning,test_020_701c8d28bc45,,4.547473508864641e-13,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,Behaviour cloning,test_021_69299bc5d0bf,,1.4551915228366852e-11,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,Behaviour cloning,test_022_1b3e72c80b5f,,1.4551915228366852e-11,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,Behaviour cloning,test_023_90a8af416c5a,,1.4551915228366852e-11,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,Behaviour cloning,test_024_e90f261f99e2,,1.4551915228366852e-11,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,Behaviour cloning,test_025_0c3eeaae0824,,1.4551915228366852e-11,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,Behaviour cloning,test_026_770d47ae1768,,1.4551915228366852e-11,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,Behaviour cloning,test_027_df5d670513fa,,1.4551915228366852e-11,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,Behaviour cloning,test_028_e9fb02365dd3,,1.4551915228366852e-11,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,Behaviour cloning,test_029_b44f60718c5a,,1.4551915228366852e-11,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,Behaviour cloning,test_030_038f4c53d11f,,2.2737367544323206e-13,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,Behaviour cloning,test_031_0a6ff70351b5,,1.4551915228366852e-11,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,Behaviour cloning,test_032_efdf826e6bc3,,1.4551915228366852e-11,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,Behaviour cloning,test_033_de0c441dba67,,1.4551915228366852e-11,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,Behaviour cloning,test_034_a00d80b83640,,4.547473508864641e-13,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
